,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_from_name,year,season,league_to_name
12256,SC Beira-Mar,André Marques,24.0,Left-Back,Sporting CP,"End of loanJun 30, 2012",out,Summer,,Liga Nos,2012,2012/2013,Liga Nos
12263,GD Estoril Praia,Carlitos,29.0,Left Midfield,Hannover 96,free transfer,in,Summer,0.0,Liga Nos,2012,2012/2013,1 Bundesliga
12294,Rio Ave FC,Esmaël Gonçalves,21.0,Centre-Forward,OGC Nice,€400Th.,in,Summer,0.4,Liga Nos,2012,2012/2013,Ligue 1
12296,Rio Ave FC,William Soares,23.0,Defensive Midfield,FC Porto,free transfer,in,Summer,0.0,Liga Nos,2012,2012/2013,Liga Nos
12298,Rio Ave FC,Alberto Rodríguez,28.0,Centre-Back,Sporting CP,free transfer,in,Summer,0.0,Liga Nos,2012,2012/2013,Liga Nos
12305,Rio Ave FC,Yonathan Del Valle,22.0,Left Winger,AJ Auxerre,loan transfer,in,Summer,,Liga Nos,2012,2012/2013,Ligue 1
12306,Rio Ave FC,Ukra,24.0,Right Midfield,FC Porto,loan transfer,in,Summer,,Liga Nos,2012,2012/2013,Liga Nos
12344,Rio Ave FC,Yazalde,23.0,Centre-Forward,SC Braga,"End of loanJun 30, 2012",out,Summer,,Liga Nos,2012,2012/2013,Liga Nos
12347,Rio Ave FC,Kelvin,19.0,Right Winger,FC Porto,"End of loanJun 30, 2012",out,Summer,,Liga Nos,2012,2012/2013,Liga Nos
12348,Rio Ave FC,Christian Atsu,20.0,Left Winger,FC Porto,"End of loanJun 30, 2012",out,Summer,,Liga Nos,2012,2012/2013,Liga Nos
12359,Moreirense FC,Vinicius,26.0,Central Midfield,SC Braga,loan transfer,in,Summer,,Liga Nos,2012,2012/2013,Liga Nos
12380,Moreirense FC,Renato Santos,20.0,Right Winger,Rio Ave FC,"End of loanJun 30, 2012",out,Summer,,Liga Nos,2012,2012/2013,Liga Nos
12382,FC Porto,Marat Izmailov,30.0,Central Midfield,Sporting CP,€1.00m,in,Winter,1.0,Liga Nos,2012,2012/2013,Liga Nos
12387,FC Porto,Miguel Lopes,26.0,Right-Back,Sporting CP,€1.75m,out,Winter,1.75,Liga Nos,2012,2012/2013,Liga Nos
12389,FC Porto,Rolando,27.0,Centre-Back,SSC Napoli,Loan fee:€1.00m,out,Winter,1.0,Liga Nos,2012,2012/2013,Serie A
12390,FC Porto,Emídio Rafael,26.0,Left-Back,SC Braga,free transfer,out,Winter,0.0,Liga Nos,2012,2012/2013,Liga Nos
12392,FC Porto,Hugo Ventura,25.0,Goalkeeper,Sporting CP,loan transfer,out,Winter,,Liga Nos,2012,2012/2013,Liga Nos
12396,SL Benfica,Hugo Vieira,24.0,Centre-Forward,Sporting Gijón,"End of loanJan 22, 2013",in,Winter,,Liga Nos,2012,2012/2013,Primera Division
12399,SL Benfica,Nolito,26.0,Left Winger,Granada CF,Loan fee:€600Th.,out,Winter,0.6,Liga Nos,2012,2012/2013,Primera Division
12406,SC Braga,Emídio Rafael,26.0,Left-Back,FC Porto,free transfer,in,Winter,0.0,Liga Nos,2012,2012/2013,Liga Nos
12413,SC Braga,Beto,30.0,Goalkeeper,Sevilla FC,loan transfer,out,Winter,,Liga Nos,2012,2012/2013,Primera Division
12415,Sporting CP,Miguel Lopes,26.0,Right-Back,FC Porto,€1.75m,in,Winter,1.75,Liga Nos,2012,2012/2013,Liga Nos
12417,Sporting CP,Hugo Ventura,25.0,Goalkeeper,FC Porto,loan transfer,in,Winter,,Liga Nos,2012,2012/2013,Liga Nos
12420,Sporting CP,Valeri Bozhinov,26.0,Centre-Forward,Hellas Verona,"End of loanDec 31, 2012",in,Winter,,Liga Nos,2012,2012/2013,Serie A
12423,Sporting CP,Marat Izmailov,30.0,Central Midfield,FC Porto,€1.00m,out,Winter,1.0,Liga Nos,2012,2012/2013,Liga Nos
12428,Sporting CP,Danijel Pranjic,31.0,Left-Back,Celta de Vigo,loan transfer,out,Winter,,Liga Nos,2012,2012/2013,Primera Division
12432,CS Marítimo,Hyun-jun Suk,21.0,Centre-Forward,FC Groningen,?,in,Winter,,Liga Nos,2012,2012/2013,Eredivisie
12435,Vitória Guimarães SC,Jona,24.0,Centre-Forward,Granada CF,loan transfer,in,Winter,,Liga Nos,2012,2012/2013,Primera Division
12456,SC Olhanense,Rui Sampaio,25.0,Central Midfield,Cagliari Calcio,"End of loanDec 31, 2012",out,Winter,,Liga Nos,2012,2012/2013,Serie A
12486,FC Paços de Ferreira,Vitorino Antunes,25.0,Left-Back,Málaga CF,loan transfer,out,Winter,,Liga Nos,2012,2012/2013,Primera Division
12500,SC Beira-Mar,Yazalde,24.0,Centre-Forward,SC Braga,loan transfer,in,Winter,,Liga Nos,2012,2012/2013,Liga Nos
12501,SC Beira-Mar,Rui Sampaio,25.0,Central Midfield,Cagliari Calcio,loan transfer,in,Winter,,Liga Nos,2012,2012/2013,Serie A
12502,SC Beira-Mar,Dani Abalo,25.0,Right Winger,Celta de Vigo,loan transfer,in,Winter,,Liga Nos,2012,2012/2013,Primera Division
12503,SC Beira-Mar,Vincent Sasso,21.0,Centre-Back,SC Braga,€750Th.,out,Winter,0.75,Liga Nos,2012,2012/2013,Liga Nos
12506,SC Beira-Mar,Joãozinho,23.0,Left-Back,Sporting CP,loan transfer,out,Winter,,Liga Nos,2012,2012/2013,Liga Nos
12528,SL Benfica,Roberto,27.0,Goalkeeper,Real Zaragoza,€8.60m,in,Summer,8.6,Liga Nos,2013,2013/2014,Primera Division
12535,SL Benfica,Guilherme Siqueira,27.0,Left-Back,Granada CF,Loan fee:€1.00m,in,Summer,1.0,Liga Nos,2013,2013/2014,Primera Division
12542,SL Benfica,Nolito,26.0,Left Winger,Granada CF,"End of loanJun 30, 2013",in,Summer,,Liga Nos,2013,2013/2014,Primera Division
12545,SL Benfica,Michel,26.0,Centre-Forward,SC Braga,"End of loanJun 30, 2013",in,Summer,,Liga Nos,2013,2013/2014,Liga Nos
12552,SL Benfica,Jan Oblak,20.0,Goalkeeper,Rio Ave FC,"End of loanJun 30, 2013",in,Summer,,Liga Nos,2013,2013/2014,Liga Nos
12553,SL Benfica,Rúben Amorim,28.0,Central Midfield,SC Braga,"End of loanJun 30, 2013",in,Summer,,Liga Nos,2013,2013/2014,Liga Nos
12556,SL Benfica,Nolito,26.0,Left Winger,Celta de Vigo,€4.00m,out,Summer,4.0,Liga Nos,2013,2013/2014,Primera Division
12566,SL Benfica,Roderick Miranda,22.0,Centre-Back,Rio Ave FC,free transfer,out,Summer,0.0,Liga Nos,2013,2013/2014,Liga Nos
12573,SL Benfica,Hugo Vieira,25.0,Centre-Forward,SC Braga,?,out,Summer,,Liga Nos,2013,2013/2014,Liga Nos
12588,Sporting CP,Danijel Pranjic,31.0,Left-Back,Celta de Vigo,"End of loanJun 30, 2013",in,Summer,,Liga Nos,2013,2013/2014,Primera Division
12589,Sporting CP,Oguchi Onyewu,31.0,Centre-Back,Málaga CF,"End of loanJun 30, 2013",in,Summer,,Liga Nos,2013,2013/2014,Primera Division
12600,Sporting CP,Santiago Arias,21.0,Right-Back,PSV Eindhoven,€1.93m,out,Summer,1.93,Liga Nos,2013,2013/2014,Eredivisie
12601,Sporting CP,Miguel Lopes,26.0,Right-Back,Olympique Lyon,Loan fee:€1.00m,out,Summer,1.0,Liga Nos,2013,2013/2014,Ligue 1
12602,Sporting CP,Stijn Schaars,29.0,Defensive Midfield,PSV Eindhoven,€850Th.,out,Summer,0.85,Liga Nos,2013,2013/2014,Eredivisie
12604,Sporting CP,Gelson Fernandes,26.0,Defensive Midfield,SC Freiburg,€400Th.,out,Summer,0.4,Liga Nos,2013,2013/2014,1 Bundesliga
12608,Sporting CP,Atila Turan,21.0,Left-Back,Stade Reims,€30Th.,out,Summer,0.03,Liga Nos,2013,2013/2014,Ligue 1
12616,Sporting CP,Hugo Ventura,25.0,Goalkeeper,FC Porto,"End of loanJun 30, 2013",out,Summer,,Liga Nos,2013,2013/2014,Liga Nos
12628,FC Porto,Hugo Ventura,25.0,Goalkeeper,Sporting CP,"End of loanJun 30, 2013",in,Summer,,Liga Nos,2013,2013/2014,Liga Nos
